Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2022-05-05,156.3228759765625,230.70053100585938,170.37240600585938,150.47000122070312,214.4364471435547,172.3000030517578,49.1674690246582,163.4185333251953,112.61000061035156,66.87803649902344,310.72406005859375,295.3060302734375,195.88197326660156,132.62005615234375,44.15424346923828,174.45919799804688,122.83345794677734,63.58368682861328,246.2003936767578,146.46165466308594,86.59744262695312,276.11944580078125,117.99787902832031,153.4637451171875,170.1307830810547,491.4200439453125,204.48658752441406,47.24559783935547,42.76348876953125,152.07766723632812
2022-05-06,157.06182861328125,232.81704711914062,166.52679443359375,148.89999389648438,213.16529846191406,169.6999969482422,48.88996887207031,167.77284240722656,110.29000091552734,66.35059356689453,310.6148681640625,290.56707763671875,193.46649169921875,134.3275604248047,43.857242584228516,174.07427978515625,122.63521575927734,63.81038284301758,248.04006958007812,146.53024291992188,86.97134399414062,273.5110778808594,113.87993621826172,154.99380493164062,169.76483154296875,496.2873840332031,202.07546997070312,47.670257568359375,42.9686164855957,148.9114532470703
2022-05-09,151.8490753173828,235.51438903808594,160.41966247558594,133.30999755859375,204.86312866210938,163.60000610351562,48.52326583862305,156.52833557128906,106.9800033569336,65.080810546875,306.5754089355469,293.25250244140625,192.01126098632812,132.76722717285156,42.6395378112793,175.02178955078125,120.79151916503906,63.682247161865234,244.78602600097656,149.3230743408203,86.23338317871094,263.40606689453125,110.61741638183594,154.6063232421875,170.04177856445312,483.1754455566406,192.29150390625,48.015907287597656,42.83186340332031,150.65386962890625
2022-05-10,154.29566955566406,236.9615020751953,161.2266387939453,132.9499969482422,201.58595275878906,167.14999389648438,49.10800552368164,158.03219604492188,107.68000030517578,64.27987670898438,302.7740783691406,287.4571533203125,192.81312561035156,127.52330017089844,43.57014083862305,174.784912109375,117.84756469726562,63.09086608886719,242.99578857421875,146.1284637451172,86.40065002441406,268.30426025390625,108.90657806396484,153.79159545898438,171.10008239746094,484.75482177734375,192.869384765625,47.53199768066406,42.304405212402344,148.53309631347656
2022-05-11,146.29678344726562,236.892578125,158.7957305908203,129.38999938964844,203.7906036376953,161.27000427246094,48.216033935546875,160.37152099609375,105.20999908447266,65.23709869384766,299.2903747558594,279.3614196777344,190.09075927734375,129.12313842773438,42.40193557739258,173.83741760253906,117.10414123535156,63.38655471801758,241.7594451904297,143.47283935546875,87.75850677490234,259.3939514160156,107.3449478149414,151.62567138671875,170.4967498779297,482.9072265625,195.9978485107422,47.28510284423828,42.343475341796875,146.9798583984375
2022-05-12,142.36224365234375,240.90904235839844,152.69854736328125,123.13999938964844,201.62567138671875,160.4199981689453,47.85924530029297,161.89503479003906,104.30999755859375,65.48128509521484,297.16644287109375,286.0058288574219,191.96141052246094,131.2463836669922,42.411834716796875,175.5547637939453,117.00502014160156,63.58368682861328,241.52207946777344,146.5890350341797,89.37218475341797,254.217041015625,107.32505798339844,151.00967407226562,171.47592163085938,475.6062316894531,193.62704467773438,47.462867736816406,42.15788269042969,146.84046936035156
2022-05-13,146.90594482421875,239.60958862304688,158.15811157226562,127.19999694824219,202.91668701171875,166.91000366210938,49.117916107177734,165.0010223388672,107.33000183105469,65.98918914794922,304.6896057128906,292.26519775390625,192.56838989257812,131.93768310546875,43.16423797607422,174.5480499267578,118.04580688476562,64.77631378173828,242.36277770996094,146.3048553466797,88.95893096923828,259.9614562988281,112.40782928466797,152.629150390625,170.8923797607422,482.1622009277344,198.87774658203125,47.58137512207031,42.5388298034668,147.4080047607422
2022-05-16,145.33811950683594,242.00111389160156,155.8467559814453,124.05000305175781,205.7569122314453,164.1199951171875,48.56291198730469,170.0531768798828,105.18000030517578,66.39942932128906,301.1662292480469,292.2257385253906,192.99624633789062,133.34988403320312,42.649436950683594,175.76202392578125,117.22309112548828,65.01287078857422,241.3737030029297,147.48077392578125,90.83827209472656,260.3397521972656,112.00001525878906,154.11947631835938,172.5935821533203,485.9567565917969,197.46026611328125,48.43069076538086,43.124900817871094,147.56732177734375
2022-05-17,149.03298950195312,243.46978759765625,161.24656677246094,132.0500030517578,211.6160888671875,163.72999572753906,50.14863586425781,171.05575561523438,108.63999938964844,68.3431625366211,310.62481689453125,297.1226806640625,198.07090759277344,136.6483154296875,43.95624542236328,176.49240112304688,121.10871887207031,64.83544921875,238.99005126953125,149.2838592529297,91.50735473632812,265.63616943359375,115.28243255615234,153.68231201171875,175.45201110839844,489.24468994140625,203.63931274414062,48.331932067871094,43.89655303955078,130.78042602539062
2022-05-18,140.6246795654297,242.09043884277344,155.51800537109375,125.5199966430664,206.50172424316406,157.3300018310547,47.928619384765625,166.54672241210938,104.30000305175781,67.30780029296875,304.43157958984375,281.5531921386719,192.9066925048828,131.285888671875,41.92673110961914,173.2156219482422,119.03704071044922,60.32121658325195,228.52565002441406,145.9422607421875,90.62179565429688,253.54183959960938,108.78722381591797,144.1044921875,172.41555786132812,468.2357482910156,199.63641357421875,48.28255081176758,40.214088439941406,121.89910125732422
2022-05-19,137.15948486328125,242.89422607421875,153.4258270263672,127.13999938964844,205.3298797607422,155.60000610351562,41.34785079956055,165.35752868652344,103.13999938964844,67.16129302978516,305.89056396484375,284.10040283203125,191.6927490234375,128.0467071533203,41.59012985229492,171.67591857910156,117.27264404296875,59.13844680786133,226.49803161621094,145.4671630859375,90.61195373535156,252.60382080078125,105.87284088134766,140.78602600097656,167.4503936767578,475.3578796386719,197.0210418701172,48.48994064331055,40.133052825927734,118.55367279052734
